1.100000,0.220000,
2.300000,0.636000,
3.300000,1.168800,
2.500000,1.435040,
7.400000,2.628032,
5.600000,3.222425,
5.000000,3.577940,
4.200000,3.702352,
8.300000,4.621882,
6.500000,4.997506,
10.200000,6.038004,
12.300000,7.290403,
14.500000,8.732323,
13.200000,9.625858,
10.300000,9.760687,
8.200000,9.448549,
7.100000,8.978840,
4.200000,8.023072,
4.300000,7.278458,
2.000000,6.222766,
0.062866,4.990787,
15.917358,7.176101,
11.030884,7.947057,
15.228882,9.403422,
11.314697,9.785677,
15.133667,10.855275,
3.099365,9.304093,
3.972168,8.237708,
7.935791,8.177324,
3.634644,7.268788,
1.766968,6.168424,
17.688599,8.472459,
10.947266,8.967421,
2.152710,7.604478,
3.435059,6.770595,
1.364136,5.689303,
12.827148,7.116872,
0.960083,5.885514,
4.176636,5.543739,
16.126099,7.660211,
12.152100,8.558588,
8.441162,8.535103,
16.503906,10.128863,
1.439209,8.390933,
9.524536,8.617654,
15.802002,10.054523,
17.741699,11.591959,
2.486572,9.770882,
7.919922,9.400690,
8.541870,9.228926,
18.125610,11.008263,
18.376465,12.481903,
10.569458,12.099414,
5.298462,10.739223,
6.750488,9.941477,
16.794434,11.312068,
19.505615,12.950777,
14.708252,13.302272,
3.498535,11.341524,
10.722656,11.217751,
7.901611,10.554523,
10.895996,10.622817,
15.065308,11.511315,
2.856445,9.780341,
9.318848,9.688043,
18.225708,11.395576,
3.214722,9.759405,
13.343506,10.476225,
16.998291,11.780638,
5.929565,10.610423,
3.385010,9.165340,
16.463623,10.624997,
16.314087,11.762815,
3.247070,10.059667,
1.773071,8.402348,
1.881104,7.098099,
3.514404,6.381360,
15.698853,8.244859,
9.014282,8.398744,
6.094360,7.937867,
13.881836,9.126660,
13.114624,9.924253,
18.598022,11.659007,
9.702759,11.267757,
12.424927,11.499191,
10.046997,11.208753,
8.126221,10.592246,
6.119385,9.697674,
10.240479,9.806235,
9.190674,9.683123,
11.553955,10.057289,
17.356567,11.517145,
19.662476,13.146211,
8.438721,12.204713,
0.529175,9.869605,
2.503052,8.396295,
11.323853,8.981806,
2.187500,7.622945,
2.960815,6.690519,
14.524536,8.257322,
6.260986,7.858055,
17.538452,9.794134,
16.933594,11.222026,
11.007690,11.179159,
6.175537,10.178434,
15.991821,11.341112,
8.108521,10.694594,
14.474487,11.450573,
14.995117,12.159482,
1.288452,9.985276,
8.715210,9.731263,
7.894287,9.363868,
14.837036,10.458502,
3.995972,9.165996,
6.276245,8.588045,
1.013184,7.073073,
9.520264,7.562511,
3.487549,6.747519,
0.181885,5.434392,
13.129883,6.973490,
